prompt,strategy,classifier,metric,synthetic_ratio,performance,regression_slope,regression_r_squared,regression_p_value,total_change,absolute_degradation,relative_degradation,p_value
original,within_group,random_forest,recall,60,0.9735397039030956,,,,,0.0082234185733515,0.0083761738295978,3.322530393912324e-07
original,within_group,random_forest,recall,70,0.9728532974427994,,,,,0.0089098250336476,0.0090753307286314,2.8935249672989568e-08
original,within_group,random_forest,recall,80,0.97021534320323,,,,,0.011547779273217,0.0117622866543289,5.345604325458017e-11
original,within_group,random_forest,recall,90,0.9681426648721398,,,,,0.0136204576043071,0.013873466310234,2.730998176631334e-15
original,within_group,random_forest,recall,100,0.9642799461641992,,,,,0.0174831763122479,0.0178079374871481,1.5009800394463177e-20
original,within_group,random_forest,auc_roc,sensitivity,0.9929381097611908,-4.123401357415099e-05,0.970487202897941,3.413008503178277e-08,-0.0042382570307266,,,
original,within_group,random_forest,auc_roc,10,0.9925236860013033,,,,,0.0004144237598876,0.0004173711894161,0.000113043211876
original,within_group,random_forest,auc_roc,20,0.9922285018580276,,,,,0.0007096079031633,0.0007146547163286,3.1973336652048565e-07
original,within_group,random_forest,auc_roc,30,0.9920388065391136,,,,,0.0008993032220772,0.0009056991702065,6.486931558532993e-08
original,within_group,random_forest,auc_roc,40,0.9918321018605232,,,,,0.0011060079006676,0.0011138739562867,4.970720305797615e-13
original,within_group,random_forest,auc_roc,50,0.9912392307768172,,,,,0.0016988789843737,0.0017109616074483,3.2539649741594294e-16
original,within_group,random_forest,auc_roc,60,0.9908072783796767,,,,,0.0021308313815139,0.0021459860998047,5.889021903482884e-22
original,within_group,random_forest,auc_roc,70,0.9906156226872777,,,,,0.0023224870739131,0.00233900486957,1.6538545059290906e-23
original,within_group,random_forest,auc_roc,80,0.98992280576543,,,,,0.0030153039957606,0.0030367491851892,2.3546561501431954e-26
original,within_group,random_forest,auc_roc,90,0.9891792234223976,,,,,0.0037588863387932,0.0037856199715179,9.327738350135496e-34
original,within_group,random_forest,auc_roc,100,0.988699852730464,,,,,0.0042382570307266,0.0042684000030434,2.2390819702360195e-38
original,cross_group,svm,f1_score,sensitivity,0.6267648056053075,-0.0014917203585597,0.950488343856946,3.531446266391036e-07,-0.1512105898305741,,,
original,cross_group,svm,f1_score,10,0.6239506072249535,,,,,0.0028141983803539,0.0044900389351569,0.0290065584006325
original,cross_group,svm,f1_score,20,0.6179977146486619,,,,,0.0087670909566455,0.0139878481979832,2.4219904993491904e-06
original,cross_group,svm,f1_score,30,0.6081395716315733,,,,,0.0186252339737341,0.0297164643055325,3.867382411399164e-13
original,cross_group,svm,f1_score,40,0.5983690333642234,,,,,0.028395772241084,0.0453053074887642,1.0393426653129884e-20
original,cross_group,svm,f1_score,50,0.5824511045666358,,,,,0.0443137010386716,0.0707022804126262,2.9799560178756703e-25
original,cross_group,svm,f1_score,60,0.5651628472530886,,,,,0.0616019583522188,0.0982856053838661,2.3225923177644357e-29
original,cross_group,svm,f1_score,70,0.5442012064277651,,,,,0.0825635991775423,0.1317297947159066,1.5514266614391579e-34
original,cross_group,svm,f1_score,80,0.5248471380876559,,,,,0.1019176675176515,0.1626091104768127,1.9147903737001848e-36
original,cross_group,svm,f1_score,90,0.5128744074596818,,,,,0.1138903981456256,0.181711540161599,1.710475695419012e-41
original,cross_group,svm,f1_score,100,0.4755542157747333,,,,,0.1512105898305741,0.2412557126345667,9.689144192000753e-58
original,cross_group,svm,accuracy,sensitivity,0.9454253028263794,-0.0001424409641502,0.9586654854913887,1.5619419587799965e-07,-0.0142530282637953,,,
original,cross_group,svm,accuracy,10,0.945158815612382,,,,,0.0002664872139972,0.0002818701945046,0.0446906723985749
original,cross_group,svm,accuracy,20,0.9445733512786004,,,,,0.000851951547779,0.0009011304703101,7.871646419318694e-06
original,cross_group,svm,accuracy,30,0.9435666218034992,,,,,0.0018586810228801,0.0019659734273279,1.425193917197726e-12
original,cross_group,svm,accuracy,40,0.9425733512786004,,,,,0.002851951547779,0.0030165805159361,6.524193707598396e-20
original,cross_group,svm,accuracy,50,0.9409784656796768,,,,,0.0044468371467024,0.0047035309224414,1.0019921363881852e-24
original,cross_group,svm,accuracy,60,0.9393310901749664,,,,,0.0060942126514128,0.0064460012157428,2.4878777535900678e-29
original,cross_group,svm,accuracy,70,0.9373458950201886,,,,,0.0080794078061907,0.0085457918061184,8.697468928708141e-35
original,cross_group,svm,accuracy,80,0.9355693135935396,,,,,0.0098559892328397,0.0104249264361498,3.995844484920835e-37
original,cross_group,svm,accuracy,90,0.9344777927321668,,,,,0.0109475100942124,0.0115794553641462,2.8259837348840395e-42
original,cross_group,svm,accuracy,100,0.931172274562584,,,,,0.0142530282637953,0.015075784645477,2.4703536721433476e-58
original,cross_group,svm,precision,sensitivity,0.9893951045812526,6.298183311912906e-05,0.9563217702782612,2.003927261846707e-07,0.006744860131805,,,
original,cross_group,svm,precision,10,0.9903222260771912,,,,,-0.0009271214959387,-0.0009370589076556,0.0274192207692598
original,cross_group,svm,precision,20,0.9917140853589982,,,,,-0.0023189807777456,-0.0023438369231946,2.178463561402932e-06
original,cross_group,svm,precision,30,0.9926205850395776,,,,,-0.003225480458325,-0.0032600529792293,1.4431986311110704e-08
original,cross_group,svm,precision,40,0.9930195516326452,,,,,-0.0036244470513926,-0.0036632959215283,4.56729741793549e-10
original,cross_group,svm,precision,50,0.9930384605619486,,,,,-0.0036433559806959,-0.0036824075274134,1.6235707887824094e-07
original,cross_group,svm,precision,60,0.9945085216329403,,,,,-0.0051134170516877,-0.0051682255430725,4.707949741846811e-12
original,cross_group,svm,precision,70,0.9944643942732894,,,,,-0.0050692896920367,-0.0051236252014631,7.970096345789796e-13
original,cross_group,svm,precision,80,0.9948114035965312,,,,,-0.0054162990152785,-0.0054743539665792,6.464649752251621e-14
original,cross_group,svm,precision,90,0.995594019225116,,,,,-0.0061989146438635,-0.0062653581113959,6.112412203733116e-17
original,cross_group,svm,precision,100,0.9961399647130575,,,,,-0.006744860131805,-0.0068171553513596,4.610088324606856e-15
original,cross_group,svm,recall,sensitivity,0.4592328398384926,-0.0014601248011745,0.961741205103576,1.1014937898745018e-07,-0.1463122476446837,,,
original,cross_group,svm,recall,10,0.4560699865410498,,,,,0.0031628532974427,0.0068872541836404,0.0195912713885236
original,cross_group,svm,recall,20,0.4495020188425303,,,,,0.0097308209959622,0.0211892969139239,5.310349511396652e-07
original,cross_group,svm,recall,30,0.4389636608344547,,,,,0.0202691790040378,0.0441370417045225,1.0948050930084481e-13
original,cross_group,svm,recall,40,0.4287752355316285,,,,,0.030457604306864,0.0663227924152281,2.787879721997075e-21
original,cross_group,svm,recall,50,0.4126917900403768,,,,,0.0465410497981158,0.1013452126256558,6.983907729834667e-26
original,cross_group,svm,recall,60,0.3955450874831763,,,,,0.0636877523553163,0.1386829225403711,2.4852126420389248e-30
original,cross_group,svm,recall,70,0.37557200538358,,,,,0.0836608344549125,0.1821752000234461,1.0661836358334949e-35
original,cross_group,svm,recall,80,0.3576043068640646,,,,,0.101628532974428,0.2213006652794467,8.312779453481696e-38
original,cross_group,svm,recall,90,0.3463526244952893,,,,,0.1128802153432033,0.2458017056944405,5.147817465245508e-43
original,cross_group,svm,recall,100,0.3129205921938089,,,,,0.1463122476446837,0.3186014477887517,1.1935146189567322e-58
original,cross_group,svm,auc_roc,sensitivity,0.7629342956875205,-0.0003424287261793,0.7507523328514489,0.0005591071548896,-0.0368951135778808,,,
original,cross_group,svm,auc_roc,10,0.7666928187332808,,,,,-0.0037585230457602,-0.0049264046288196,0.0008900737197781
original,cross_group,svm,auc_roc,20,0.7679888550553383,,,,,-0.0050545593678178,-0.0066251568403579,0.0008874737019484
original,cross_group,svm,auc_roc,30,0.7673346981477691,,,,,-0.0044004024602486,-0.0057677345023311,0.0126684926041849
original,cross_group,svm,auc_roc,40,0.7661492659367394,,,,,-0.0032149702492189,-0.0042139542912037,0.0720393897122997
original,cross_group,svm,auc_roc,50,0.7603284299843754,,,,,0.002605865703145,0.0034155833836211,0.2719202269817137
original,cross_group,svm,auc_roc,60,0.7596110983304422,,,,,0.0033231973570783,0.0043558106849602,0.1956261488373711
original,cross_group,svm,auc_roc,70,0.7527543841216994,,,,,0.010179911565821,0.0133431038863542,0.0002556474743496
original,cross_group,svm,auc_roc,80,0.7464757365539814,,,,,0.0164585591335391,0.0215727084580821,2.8919992311741196e-08
original,cross_group,svm,auc_roc,90,0.7437033487969364,,,,,0.019230946890584,0.0252065571036546,6.791198945774677e-09
original,cross_group,svm,auc_roc,100,0.7260391821096396,,,,,0.0368951135778808,0.0483594901768477,1.0234997908794052e-25
original,cross_group,random_forest,f1_score,sensitivity,0.7931252310860714,-2.8602591554638907e-05,0.0269662743387082,0.6294624133748314,-0.005356319359358,,,
original,cross_group,random_forest,f1_score,10,0.7853746816430338,,,,,0.0077505494430375,0.0097721635112077,0.0018408774025146
original,cross_group,random_forest,f1_score,20,0.7792817613783839,,,,,0.0138434697076874,0.0174543302433221,1.485618297850455e-06
original,cross_group,random_forest,f1_score,30,0.7752009109233973,,,,,0.017924320162674,0.0225996090656822,2.4520916300534643e-08
original,cross_group,random_forest,f1_score,40,0.7736955542770433,,,,,0.019429676809028,0.0244976153165899,1.7980255423481462e-08
original,cross_group,random_forest,f1_score,50,0.7763842807130934,,,,,0.0167409503729779,0.0211075750925911,1.5549821161147458e-05
original,cross_group,random_forest,f1_score,60,0.7796808627618538,,,,,0.0134443683242175,0.0169511292760254,0.0008329142916038
original,cross_group,random_forest,f1_score,70,0.778591213120088,,,,,0.0145340179659833,0.018324997612396,0.0002222851488514
original,cross_group,random_forest,f1_score,80,0.7792130477546987,,,,,0.0139121833313726,0.0175409667806456,0.0011367609315069
original,cross_group,random_forest,f1_score,90,0.7810644251629216,,,,,0.0120608059231497,0.0152066854645819,0.0050437634856353
original,cross_group,random_forest,f1_score,100,0.7877689117267133,,,,,0.005356319359358,0.0067534345768112,0.2764448947669184
original,cross_group,random_forest,accuracy,sensitivity,0.9480538358008072,5.4520983726913384e-06,0.0085936704660424,0.7863202003137606,-0.0001965006729471,,,
original,cross_group,random_forest,accuracy,10,0.9457590847913864,,,,,0.0022947510094208,0.0024204859711184,0.0034451736929755
original,cross_group,random_forest,accuracy,20,0.9437658142664872,,,,,0.0042880215343199,0.0045229726123073,3.819921772994924e-06
original,cross_group,random_forest,accuracy,30,0.9425666218034991,,,,,0.0054872139973081,0.0057878717326987,1.0437136602803281e-07
original,cross_group,random_forest,accuracy,40,0.942113055181696,,,,,0.0059407806191114,0.0062662903674592,8.549882100010678e-08
original,cross_group,random_forest,accuracy,50,0.9431238223418574,,,,,0.0049300134589498,0.0052001408282742,7.94219971398357e-05
original,cross_group,random_forest,accuracy,60,0.9442839838492596,,,,,0.0037698519515475,0.0039764112639903,0.0034379239987477
original,cross_group,random_forest,accuracy,70,0.9441211305518168,,,,,0.0039327052489903,0.0041481876877471,0.0016741177741347
original,cross_group,random_forest,accuracy,80,0.9447092866756394,,,,,0.0033445491251679,0.0035278050664104,0.012623551229217
original,cross_group,random_forest,accuracy,90,0.9454764468371466,,,,,0.0025773889636606,0.002718610342928,0.0581759470995195
original,cross_group,random_forest,accuracy,100,0.94785733512786,,,,,0.0001965006729471,0.0002072674204004,0.896482590641758
original,cross_group,random_forest,precision,sensitivity,0.6678224988933938,4.94646972381483e-05,0.0292311773479363,0.6152234992304497,0.0025822174642691,,,
original,cross_group,random_forest,precision,10,0.6569621875868737,,,,,0.01086031130652,0.016262272272222,0.0028169390516223
original,cross_group,random_forest,precision,20,0.6475752194883466,,,,,0.0202472794050472,0.0303183547104173,2.1202011814461877e-06
original,cross_group,random_forest,precision,30,0.6425122510084779,,,,,0.0253102478849159,0.0378996633489527,1.0110645698093523e-07
original,cross_group,random_forest,precision,40,0.6404897722535198,,,,,0.027332726639874,0.0409281308808334,6.627078315936944e-08
original,cross_group,random_forest,precision,50,0.6449990404342487,,,,,0.0228234584591451,0.0341759352177628,6.098618009826399e-05
original,cross_group,random_forest,precision,60,0.6505789384102821,,,,,0.0172435604831117,0.0258205743467536,0.0032078917191628
original,cross_group,random_forest,precision,70,0.650913595661224,,,,,0.0169089032321698,0.0253194572812214,0.0030540160427477
original,cross_group,random_forest,precision,80,0.6530360828383286,,,,,0.0147864160550652,0.0221412367501347,0.0166202950231377
original,cross_group,random_forest,precision,90,0.656518596118978,,,,,0.0113039027744158,0.0169265078567236,0.0716429215734179
original,cross_group,random_forest,precision,100,0.670404716357663,,,,,-0.0025822174642691,-0.0038666224461559,0.7241689462617521
original,cross_group,random_forest,recall,sensitivity,0.981763122476447,-0.0002089073779517,0.8338512727151303,8.64725970900466e-05,-0.022462987886945,,,
original,cross_group,random_forest,recall,10,0.9808479138627187,,,,,0.0009152086137282,0.0009322091987115,0.3399865781680721
original,cross_group,random_forest,recall,20,0.9823553162853298,,,,,-0.0005921938088827,-0.0006031941874013,0.4738585715584551
original,cross_group,random_forest,recall,30,0.980915208613728,,,,,0.0008479138627189,0.0008636644046887,0.4478230301349671
original,cross_group,random_forest,recall,40,0.9807537012113052,,,,,0.0010094212651416,0.0010281719103437,0.2797977587397654
original,cross_group,random_forest,recall,50,0.9788021534320324,,,,,0.0029609690444146,0.0030159709370074,0.0057782540475165
original,cross_group,random_forest,recall,60,0.9766487213997308,,,,,0.0051144010767162,0.0052094043457401,1.860230312665165e-05
original,cross_group,random_forest,recall,70,0.9728532974427994,,,,,0.0089098250336476,0.0090753307286314,2.72529897950444e-08
original,cross_group,random_forest,recall,80,0.9690309555854644,,,,,0.0127321668909826,0.0129686750291317,1.2093437249019964e-10
original,cross_group,random_forest,recall,90,0.9665275908479138,,,,,0.0152355316285331,0.0155185413667834,1.3707953312650065e-15
original,cross_group,random_forest,recall,100,0.959300134589502,,,,,0.022462987886945,0.0228802522448421,5.360618851264844e-18
original,cross_group,random_forest,auc_roc,sensitivity,0.9929381097611908,-3.751360930832413e-05,0.9717848411162562,2.7862849310340664e-08,-0.003813892526851,,,
original,cross_group,random_forest,auc_roc,10,0.9925836957709674,,,,,0.0003544139902234,0.0003569346233559,0.001159521202332
original,cross_group,random_forest,auc_roc,20,0.99242420207868,,,,,0.0005139076825106,0.000517562653159,8.883656778983815e-06
original,cross_group,random_forest,auc_roc,30,0.9920396277222576,,,,,0.0008984820389332,0.0009048721467135,2.4749391485545254e-11
original,cross_group,random_forest,auc_roc,40,0.9919132762168252,,,,,0.0010248335443654,0.00103212227861,7.179588601011917e-15
original,cross_group,random_forest,auc_roc,50,0.9914576433533177,,,,,0.0014804664078731,0.001490995655539,1.602964878566428e-18
original,cross_group,random_forest,auc_roc,60,0.9912758529285144,,,,,0.0016622568326764,0.0016740789947886,3.099131530888857e-20
original,cross_group,random_forest,auc_roc,70,0.9906122614719588,,,,,0.0023258482892319,0.0023423899902395,1.8893055032857677e-23
original,cross_group,random_forest,auc_roc,80,0.9901968031823262,,,,,0.0027413065788646,0.0027608030670954,4.748586639891979e-27
original,cross_group,random_forest,auc_roc,90,0.9895784069892346,,,,,0.0033597027719561,0.0033835973651612,1.2105594038565544e-34
original,cross_group,random_forest,auc_roc,100,0.9891242172343396,,,,,0.003813892526851,0.0038410173699228,7.507449468808451e-35
weak,cross_group,svm,f1_score,sensitivity,0.6267648056053075,-0.0020266102265589,0.9264394828574618,2.1192521265281428e-06,-0.2114915457683308,,,
weak,cross_group,svm,f1_score,10,0.6242400399401975,,,,,0.0025247656651099,0.0040282505375706,0.0661582184257069
weak,cross_group,svm,f1_score,20,0.6155434427365362,,,,,0.0112213628687712,0.0179036263179041,5.868417314193521e-09
weak,cross_group,svm,f1_score,30,0.6037202405995629,,,,,0.0230445650057445,0.0367674840700236,8.434070742698481e-19
weak,cross_group,svm,f1_score,40,0.591012561635354,,,,,0.0357522439699534,0.0570425200174173,5.898882976597024e-26
weak,cross_group,svm,f1_score,50,0.5742560689451385,,,,,0.0525087366601689,0.0837774172872675,3.639766199307365e-30
weak,cross_group,svm,f1_score,60,0.5527085630051122,,,,,0.0740562426001952,0.1181563513743793,3.307645503113091e-32
weak,cross_group,svm,f1_score,70,0.5241167220073323,,,,,0.1026480835979751,0.1637744855485962,4.644762602877877e-40
weak,cross_group,svm,f1_score,80,0.4949581992063484,,,,,0.131806606398959,0.210296757603779,1.1982589194031406e-47
